,Security,TimeStamp,Num Of Trading Min,OrderType,LastBuyScore,LastSellScore,Position Num of Buys,Position Current Price Real,Position Current Price 10 Min avg,Security Trade Signal,Security Trade Signal Reason,Security Trade Score,Opp Security,Opp Security Trade Signal,Opp Security Trade Score,BuyReason,SellReason,Open Price,Previous Closing Price,Short MAVG 5,Long MAVG 13,Short MAVG Min,Long MAVG Min,MAVG Min Diff,ATR Stoploss Range,ATR Stoploss,Slope 15 Min,Slope 15 Min Win Diff,RSI,Previous Day RSI,RSI Slope,RSI Gain Percent,Last AB Pattern,Last AB Date,Last AB Age,Last AB Buy Level,Last AB Stop-Loss Level,Last AB Sell Level,Last AB Signal,Last AB Total Net,Last AB Net Age Ratio,Last Confirmation Level,Last Confirmation Date,Last Confirmation Age,Last Confirmed Signal,Last Confirmed AB Confirmation Level,Last Confirmed AB Confirmation Date,Last Confirmed AB Age,Last Confirmed AB Total Net,Position Amount,Position Cost Basis,Position Gain Loss,Position Gain Loss Percent,Position Last Buy DT,Position Num of Days Held,Position Gain Avg Per Day,Position Held Max High,Position Held Max Gain,Position Held Max Gain Percent,Position Held Max Gain Loss Ratio,Position Day High,Position Day High Gain Loss Percent,Position Day High Trail Percent,Position Day Slope High,Position Day Slope Trail,Daily Current Gain Loss Percent,Daily Max Gain Percent,Daily Max Gain Loss Ratio,Daily Max Loss Percent,Daily Max Loss Ratio,Daily Current Gain Loss Percent From Open,Daily Max Gain Percent From Open,Daily Max Gain Loss Ratio From Open,Daily Current Gain Loss Diff From Open Close,Position Trailing Stop,Position Trailing Percent,Position Trailing Loss Percent,Position Last Sell DT,Position Num of Days Since Last Sell,Opp Pos Num of Days Since Last Buy,Opp Pos Num of Days Since Last Sell,OrderId
44,SQQQ,2021-09-17 13:59:00+00:00,29,BUY,1.539136804,,1,37.875,37.8375,BUY,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",19.46135872,TQQQ,,-23.7409876,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,37.2,37.1,37.48,36.91538462,37.64996667,37.35186667,0.2981,1.127637267,36.07236273,21.74489995,4.322122591,66.19637722,49.55809541,16.6382818,33.57328739,BEARISH ONE BLACK CROW,2021-09-15,2,,38.55,37.1,,8,4,,NaT,100,BUY,36.6,2021-09-09,8,-8,0,0,0,0,2021-09-16 13:53:00+00:00,0,0,0,0,0,0,0,0,0,0,0,2.088948787,2.291105121,0.4631614127,0.269541779,-0.4904062016,1.819407008,2.291105121,1.080709963,-0.269541779,0,0,0,2021-09-16 17:53:00+00:00,1,1,1,47b165b57ddf485db95b771ed1bbd1c9
46,SQQQ,2021-09-20 13:55:00+00:00,25,BUY,2.068764151,,1,40,40,BUY,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",14.64576013,TQQQ,,-18.83078781,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,40.15,38.4,38.11,37.24230769,39.6731,39.05056667,0.6225333333,1.280913612,38.86908639,7.672813833,-78.33549018,82.25216306,71.94486447,10.30729859,14.32666343,BEARISH ONE BLACK CROW,2021-09-15,3,,38.55,37.1,,8,2.666666667,,NaT,100,BUY,36.6,2021-09-09,11,-8,0,0,0,0,2021-09-17 14:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,4.166666667,5.46875,7.120768229,3.255208333,-2.966986762,-0.390625,5.46875,32.04345703,-4.557291667,0,0,0,2021-09-17 19:57:00+00:00,1,2,2,eaa442b518524b72ad152275accec6b7
48,TQQQ,2021-09-21 13:51:00+00:00,21,BUY,-0.8507947832,,1,68.19,68.0825,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-0.8039370604,SQQQ,,-8.302365427,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,67.69,66.745,70.475,72.78923077,67.2563,66.22145,1.03485,2.506268264,65.18373174,47.75184851,-14.63620077,25.48815099,14.7209342,10.76721679,73.14221121,BEARISH ONE BLACK CROW,2021-09-17,2,,73.465,71.12,SHORT,43,21.5,67.315,2021-09-20 0:00:00,100,SHORT,67.315,2021-09-20,1,43,0,0,0,0,2021-09-16 18:03:00+00:00,0,0,0,0,0,0,0,0,0,0,0,2.164956176,2.442130497,0.6768958602,0.38205109,-0.6811608316,0.7491197843,2.442130497,4.134553092,-1.415836392,0,0,0,2021-09-16 19:57:00+00:00,3,1,1,3e86bd1b9de043de8607521132e113c9
50,SQQQ,2021-09-21 14:09:00+00:00,39,BUY,-0.7557348249,,1,40.475,40.3,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",3.1815337,TQQQ,,-9.908821401,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,40.1,40.75,38.7514,37.60823077,40.10426667,40.5077,-0.4034333333,1.352398899,38.7476011,47.10728939,60.41835976,82.35719326,84.89150571,-2.534312453,-2.98535458,BEARISH ONE BLACK CROW,2021-09-15,4,,38.55,37.1,,8,2,,NaT,100,BUY,36.6,2021-09-09,12,-8,0,0,0,0,2021-09-20 13:56:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-0.6748466258,-0.490797546,-0.09033083669,-2.576687117,4.90044789,0.9202453988,-0.490797546,0.6925364146,1.595092025,0,0,0,2021-09-20 19:57:00+00:00,1,0,0,e8c56ad707a8441c9629d09f6a51be93
52,SQQQ,2021-09-21 14:57:00+00:00,87,BUY,-0.9693692757,,2,40.855,40.8835,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",8.873600199,TQQQ,,-14.50583464,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,40.1,40.75,38.7514,37.60823077,40.61786667,40.53343333,0.08443333333,1.352398899,38.7476011,31.71433123,30.39735258,88.04925976,84.89150571,3.157754045,3.719752664,BEARISH ONE BLACK CROW,2021-09-15,4,,38.55,37.1,,8,2,,NaT,100,BUY,36.6,2021-09-09,12,-8,0,0,0,0,2021-09-21 14:10:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.2576687117,0.6134969325,0.218299522,-2.576687117,7.303248146,1.852760736,0.6134969325,-0.7602845421,1.595092025,0,0,0,2021-09-21 14:21:00+00:00,0,0,0,63dfcb4b0d2f4e15b2ec754bf51b8fc1
54,TQQQ,2021-09-21 15:14:00+00:00,104,BUY,-0.8129515692,,2,67.49,67.23,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-6.727547258,SQQQ,,0.08164507049,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,67.69,66.745,70.475,72.78923077,66.78333333,66.93666667,-0.1533333333,2.506268264,65.18373174,41.41130529,59.87975527,19.56454079,14.7209342,4.843606588,32.90284789,BEARISH ONE BLACK CROW,2021-09-17,2,,73.465,71.12,SHORT,43,21.5,67.315,2021-09-20 0:00:00,100,SHORT,67.315,2021-09-20,1,43,0,0,0,0,2021-09-21 13:52:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.116188479,2.442130497,3.238123439,-0.6742078058,1.20709915,-0.2996479137,2.442130497,6.695780671,-1.415836392,0,0,0,2021-09-21 14:00:00+00:00,0,0,0,551f759c1b3f46808aa851359c5984c5
56,TQQQ,2021-09-22 14:05:00+00:00,35,BUY,1.317007054,,1,67.87,67.66,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-5.475915056,SQQQ,,-1.63665889,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,67.43,66.83,69.107,72.15,67.26003333,67.29768333,-0.03765,2.450073406,64.97992659,38.82638648,24.84891558,22.78595776,13.04687282,9.739084944,74.64689111,BULLISH HOMING PIGEON,2021-09-21,1,67.2275,64,,,3,3,,nan,100,SHORT,67.315,2021-09-20,2,43,0,0,0,0,2021-09-21 15:15:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.556187341,1.758192429,0.3551638154,-0.03740834954,0.05961378462,0.658386952,1.758192429,1.933669662,-0.897800389,0,0,0,2021-09-21 17:25:00+00:00,1,1,1,3f488edaa9b0413da9f6634b62a445c0
58,SQQQ,2021-09-24 13:53:00+00:00,23,BUY,-0.969814267,,1,38.975,39.02,BUY,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",12.18332728,TQQQ,,-19.08509112,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,39.1,38.35,39.645,38.25576923,38.82603333,38.52136667,0.3046666667,1.394823448,37.70517655,7.910322286,-42.44986063,56.19388888,50.95671545,5.237173431,10.27769036,BEARISH ONE BLACK CROW,2021-09-22,2,,40.65,39.45,SELL,8,4,38.83,2021-09-23 0:00:00,100,SELL,38.83,2021-09-23,1,8,0,0,0,0,2021-09-21 14:58:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.629726206,2.21642764,1.300381275,1.173402868,-0.5354511133,-0.3259452412,2.21642764,5.634985526,-1.955671447,0,0,0,2021-09-21 15:08:00+00:00,3,2,2,a8050a0ea404443d9ae7a327355a2949
60,SQQQ,2021-09-27 13:37:00+00:00,7,BUY,-0.7825864754,,1,39.55,39.1975,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Skip Start Delay', 'Slope Last 15 Min > -20']",15.2455263,TQQQ,,-19.32917716,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Skip Start Delay', 'Slope Last 15 Min > -20']",,39.25,38.2,39.135,38.39423077,38.45946667,38.41723333,0.04223333333,1.401066194,37.84893381,116.0628474,84.27378698,59.73852576,48.19684561,11.54168015,23.94696168,BEARISH ONE BLACK CROW,2021-09-22,3,,40.65,39.45,SELL,8,2.666666667,38.83,2021-09-23 0:00:00,100,SELL,38.83,2021-09-23,4,8,0,0,0,0,2021-09-24 13:54:00+00:00,0,0,0,0,0,0,0,0,0,0,0,3.534031414,3.664921466,0.4797017626,2.094240838,-3.015268222,0.7853403141,3.664921466,10.55343878,-2.748691099,0,0,0,2021-09-24 14:02:00+00:00,1,3,3,a52a63e3f3794ada8e932bf468eedbab
62,SQQQ,2021-09-28 13:51:00+00:00,21,BUY,-0.7581878181,,1,41.325,41.2125,BUY,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",18.58992935,TQQQ,,-20.86528092,"['Buy Method 5: Bearish Short Mavg Min > Long Mavg Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,40.7,39.15,39.14,38.69615385,40.4378,39.72538333,0.7124166667,1.462133261,39.23786674,44.69226394,-94.60727936,72.57034421,56.19964563,16.37069858,29.12954058,BEARISH ONE BLACK CROW,2021-09-22,4,,40.65,39.45,SELL,8,2,38.83,2021-09-23 0:00:00,100,SELL,38.83,2021-09-23,5,8,0,0,0,0,2021-09-27 13:38:00+00:00,0,0,0,0,0,0,0,0,0,0,0,5.555555556,5.619412516,0.3588386026,3.2899106,-7.453769355,1.59642401,5.619412516,22.60683196,-3.959131545,0,0,0,2021-09-27 14:18:00+00:00,1,4,4,b6946564c850437fb1a0f9f218153e51
64,TQQQ,2021-09-28 18:30:00+00:00,300,BUY,-0.7506316063,,1,64.245,64.0155,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-23.22701826,SQQQ,,21.60507287,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,66.57,69.185,69.272,70.44076923,63.60346667,63.6661,-0.06263333333,2.647987071,63.92201293,47.75778661,37.12833355,23.66318104,41.04635314,-17.3831721,-42.35010123,BULLISH HOMING PIGEON,2021-09-21,5,67.2275,64,,BUY,3,0.6,67.802,2021-09-22 0:00:00,100,BUY,67.802,2021-09-22,6,3,0,0,0,0,2021-09-22 14:06:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-7.140276071,-3.237696032,-12.63536791,-8.889210089,15.54664191,-3.360555034,-3.237696032,-0.3977801008,3.779721038,0,0,0,2021-09-22 19:57:00+00:00,4,0,0,66dcb3ce07b84965b8c88bad390ba311
66,TQQQ,2021-09-29 14:04:00+00:00,34,BUY,-0.8391224795,,1,64.67,64.8625,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-1.149152923,SQQQ,,-5.59881711,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,63.98,63.415,67.6844,69.52323077,64.4011,64.05506667,0.3460333333,2.741403901,61.2385961,49.22824418,14.17271876,30.2170756,22.17207468,8.045000923,36.28438492,BEARISH STOP LOSS,2021-09-28,1,,64,,,3,3,,nan,100,BUY,67.802,2021-09-22,7,3,0,0,0,0,2021-09-28 18:31:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.979027044,2.728061184,2.043410964,0.3153827959,-0.5246847743,1.088070646,2.728061184,4.473994531,-0.8909563983,0,0,0,2021-09-28 19:49:00+00:00,1,1,1,538fc31fad7545c38bb1a4162674c7af
68,SQQQ,2021-09-29 14:42:00+00:00,72,BUY,-0.8290038124,,1,41.825,41.8625,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-2.921623651,TQQQ,,-3.305291868,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,42,42.45,40.0032,39.16661538,41.65863333,41.6517,0.006933333333,1.527175498,40.4728245,36.22109278,33.02609688,69.63561824,76.74016496,-7.104546728,-9.257924753,BULLISH STOP LOSS,2021-09-28,1,,40.65,,,4,4,,nan,100,SELL,38.83,2021-09-23,6,8,0,0,0,0,2021-09-28 13:52:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-1.472320377,-0.3533568905,-0.3953934581,-2.826855124,3.829073489,-0.4122497055,-0.3533568905,-0.02081018201,1.060070671,0,0,0,2021-09-28 13:58:00+00:00,1,0,0,2fd57faeeba641bf87757112a3e3d6b2
70,SQQQ,2021-09-29 15:27:00+00:00,117,BUY,-0.5874674211,,2,42.045,41.9625,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-0.6630568418,TQQQ,,-5.467664924,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,42,42.45,40.0032,39.16661538,41.7412,41.71958333,0.02161666667,1.527175498,40.4728245,26.99705617,5.234549542,71.89418505,76.74016496,-4.845979919,-6.314789551,BULLISH STOP LOSS,2021-09-28,1,,40.65,,,4,4,,nan,100,SELL,38.83,2021-09-23,6,8,0,0,0,0,2021-09-29 14:43:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-0.9540636042,-0.3533568905,-0.2122638565,-2.826855124,5.294110302,0.1060070671,-0.3533568905,0.1623194196,1.060070671,0,0,0,2021-09-29 14:50:00+00:00,0,0,0,8f51f20d541240678800322dd72d7598
72,TQQQ,2021-09-29 18:16:00+00:00,286,BUY,-0.7598885933,,2,64.25,64.0355,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-3.553115881,SQQQ,SELL,-9.0429984,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,63.98,63.415,67.6844,69.52323077,63.44756667,63.26778333,0.1797833333,2.741403901,61.2385961,49.61796374,28.92467523,27.81311265,22.17207468,5.641037965,25.44208445,BEARISH STOP LOSS,2021-09-28,1,,64,,,3,3,,nan,100,BUY,67.802,2021-09-22,7,3,0,0,0,0,2021-09-29 14:05:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.316723173,2.728061184,3.850216447,-1.206339194,3.043669023,0.4257667744,2.728061184,6.280800014,-0.8909563983,0,0,0,2021-09-29 14:33:00+00:00,0,0,0,2a64e51cbe7044109c2a2b11f6b428e6
74,SQQQ,2021-09-30 15:42:00+00:00,132,BUY,-0.8725210075,,1,42.675,42.3375,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",10.15640172,TQQQ,,-17.23003286,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,42.15,42.7,40.85,39.54230769,42.09096667,42.1079,-0.01693333333,1.555997153,40.59400285,45.35988949,46.32929597,80.96530166,77.34736148,3.617940178,4.677522425,BULLISH STOP LOSS,2021-09-28,2,,40.65,,BUY,4,2,42.24,2021-09-29 0:00:00,100,BUY,42.24,2021-09-29,1,4,0,0,0,0,2021-09-29 15:28:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-0.05854800937,0,0,-2.81030445,7.733273368,1.229508197,0,0,1.288056206,0,0,0,2021-09-29 18:16:00+00:00,1,1,1,e92201bea1c24327a92fa50aa5471b72
76,TQQQ,2021-09-30 18:09:00+00:00,279,BUY,-0.8341778037,,1,63.875,63.5775,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-10.49140951,SQQQ,,3.496390423,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,63.89,62.995,66.167,68.79230769,63.2632,63.16196667,0.1012333333,2.756116414,61.13388359,36.44365566,26.14503805,24.33817192,21.70304297,2.635128952,12.14174877,BEARISH STOP LOSS,2021-09-28,2,,64,,SHORT,3,1.5,63.625,2021-09-29 0:00:00,100,SHORT,63.625,2021-09-29,1,3,0,0,0,0,2021-09-29 18:17:00+00:00,0,0,0,0,0,0,0,0,0,0,0,1.396936265,2.817683943,4.003217921,-1.515993333,4.415981849,-0.0238114136,2.817683943,8.006435841,-1.420747678,0,0,0,2021-09-29 19:40:00+00:00,1,0,0,bcc5db039728485197e335e9c198fc7c
78,SQQQ,2021-09-30 19:51:00+00:00,381,BUY,0.1224301036,,2,42.85,42.717,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",11.01190563,TQQQ,,-17.67202473,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,42.15,42.7,40.85,39.54230769,42.41623333,42.31768333,0.09855,1.555997153,40.59400285,43.66928965,33.01910789,81.82080557,77.34736148,4.47344409,5.783576846,BULLISH STOP LOSS,2021-09-28,2,,40.65,,BUY,4,2,42.24,2021-09-29 0:00:00,100,BUY,42.24,2021-09-29,1,4,0,0,0,0,2021-09-30 15:43:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.3512880562,1.170960187,0.9598034323,-2.81030445,8.885037487,1.639344262,1.170960187,-0.5484591041,1.288056206,0,0,0,2021-09-30 18:02:00+00:00,0,0,0,ccb2a7928999486db38df70a84074b81
80,SQQQ,2021-10-01 13:51:00+00:00,21,BUY,0.23440508,,1,43.508,43.504,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",9.775094577,TQQQ,,-19.03198846,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,42.925,43.15,42.09,40.03461538,43.22103333,42.81863333,0.4024,1.540175736,41.38482426,34.00077302,1.500482429,82.22741205,82.72924055,-0.5018285,-0.6065914502,BEARISH ONE BLACK CROW *,2021-09-30,1,,40.65,39.45,,0,0,,NaT,100,BUY,42.24,2021-09-29,2,4,0,0,0,0,2021-09-30 19:52:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0.8296639629,1.274623407,0.5671557221,-0.9269988413,1.628424384,1.351100811,1.274623407,-0.09747988974,0.5214368482,0,0,0,2021-09-30 19:57:00+00:00,1,1,1,9de57f459a104d198fc286d8edf6f9a2
82,TQQQ,2021-10-01 15:04:00+00:00,94,BUY,3.512172403,,1,61.439,61.442,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-19.50491379,SQQQ,SELL,7.053789762,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,62.625,62.285,64.0684,67.90130769,60.98096667,60.97693333,0.004033333333,2.711597937,59.91340206,44.85074341,23.02377811,16.08905367,16.429429,-0.3403753293,-2.071741686,BULLISH HOMING PIGEON *,2021-09-30,1,67.2275,64,,,0,0,,NaT,100,SHORT,63.625,2021-09-29,2,3,0,0,0,0,2021-09-30 18:10:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-1.358272457,1.035562334,2.478965145,-2.994300393,4.898759093,-1.904150277,1.035562334,3.044255654,-0.5458778197,0,0,0,2021-09-30 19:01:00+00:00,1,0,0,b2e3b7789fe84333ad206eca8502ab0c
84,SQQQ,2021-10-04 13:38:00+00:00,8,BUY,4.172259848,,1,43.446,43.099,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Skip Start Delay', 'Slope Last 15 Min > -20']",13.33745281,TQQQ,,-21.60556546,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Skip Start Delay', 'Slope Last 15 Min > -20']",,42.95,42.35,42.7088,40.43030769,42.519,42.35035,0.16865,1.615081783,41.33491822,82.2345146,58.04535633,72.55140089,70.60640962,1.944991273,2.754695053,BEARISH HARAMI,2021-10-01,1,,44.45,42.35,,4,4,,NaT,100,BUY,42.24,2021-09-29,5,4,0,0,0,0,2021-10-01 13:52:00+00:00,0,0,0,0,0,0,0,0,0,0,0,2.587957497,2.715466352,0.3462460047,1.06257379,-1.620832747,1.171192444,2.715466352,4.193423835,-1.416765053,0,0,0,2021-10-01 15:04:00+00:00,1,1,1,5f3fce92a7914f169e822b9a7ecfba51
86,SQQQ,2021-10-06 14:02:00+00:00,32,BUY,-0.8365584795,,1,44.5,44.2275,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",18.22788358,TQQQ,,-25.00286639,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Short_Mavg > Long_Mavg', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,44.4,43.15,43.55,41.49615385,43.90396667,43.43281667,0.47115,1.81801433,42.58198567,58.97473751,68.15710979,63.56806268,55.60940987,7.958652812,14.31170162,BEARISH HARAMI,2021-10-05,1,,45.85,43.15,,4,4,,nan,100,BUY,42.24,2021-09-29,7,4,0,0,0,0,2021-10-04 13:39:00+00:00,0,0,0,0,0,0,0,0,0,0,0,3.128621089,3.244495944,0.3759554976,0.4634994206,-1.235282349,0.2317497103,3.244495944,9.774842938,-2.896871379,0,0,0,2021-10-04 19:57:00+00:00,2,3,3,b52551b4fe4b49e9967cf358205bf246
88,TQQQ,2021-10-06 14:23:00+00:00,53,BUY,-0.9667685926,,1,61.59,60.725,BUY,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",-19.68112098,SQQQ,,13.71691183,"['Buy Method 4: Bullish Major Turning Point in 10 Min', 'Within ATR-StopLoss OR Slope 15 > 35', 'Slope Last 15 Min > -20']",,60.13,61.81,61.506,65.15961538,60.38716667,60.78833333,-0.4011666667,2.98247419,57.14752581,68.47806721,74.05852341,39.44618825,40.85923231,-1.413044053,-3.458322569,BULLISH HARAMI,2021-10-05,1,61.81,58.235,,,3,3,,nan,100,SHORT,63.625,2021-09-29,7,3,0,0,0,0,2021-10-01 15:05:00+00:00,0,0,0,0,0,0,0,0,0,0,0,-0.3559294613,-0.2750364019,-0.02224853599,-3.526937389,11.18394642,2.362077334,-0.2750364019,0.7253022732,2.718006795,0,0,0,2021-10-01 19:57:00+00:00,3,0,0,d510186e2cca435b9cd938e27b1138ac
